survey_datetime,fishing_method_short_description,catch_area_code,legal_size_status_description,catch_result_type_code,adipose_clip_status_code,count
2011-01-29T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-01-30T08:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-01-31T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-02-01T08:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-02-02T08:00:00Z,Kicker angler,11,Sublegal,K,AD,1
2011-02-02T08:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-02-13T08:00:00Z,Kicker angler,11,Legal,R,AD,1
2011-02-13T08:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-02-13T08:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-02-13T08:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-02-18T08:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-02-18T08:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-02-18T08:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-02-27T08:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-03-10T08:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-03-12T08:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2011-03-13T08:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-03-19T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-03-21T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-03-21T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-03-25T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-03-28T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-03-28T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-04-03T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-04-03T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-04-03T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-04-16T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-01T07:00:00Z,Kicker angler,11,Legal,K,AD,17
2011-06-01T07:00:00Z,Kicker angler,11,Legal,R,UM,10
2011-06-01T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-06-01T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-06-02T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-06-02T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-03T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-06-03T07:00:00Z,Kicker angler,11,Legal,R,UM,7
2011-06-04T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-06-05T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-06-05T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-06T07:00:00Z,Kicker angler,11,Legal,K,AD,5
2011-06-06T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-06T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-06-07T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-06-07T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-09T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-06-09T07:00:00Z,Kicker angler,11,Legal,R,UM,4
2011-06-09T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-06-11T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-06-11T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-11T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-06-12T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-06-12T07:00:00Z,Kicker angler,11,Legal,R,UM,3
2011-06-12T07:00:00Z,Kicker angler,11,Sublegal,R,AD,5
2011-06-12T07:00:00Z,Kicker angler,11,Sublegal,R,UM,8
2011-06-13T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-06-14T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-06-14T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-15T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-06-16T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-06-16T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-17T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-06-17T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-17T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-06-18T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-19T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-06-19T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-19T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2011-06-19T07:00:00Z,Kicker angler,11,Sublegal,R,UM,3
2011-06-20T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-06-20T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-21T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-06-21T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-06-23T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-06-23T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-24T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-24T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-06-25T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-06-25T07:00:00Z,Kicker angler,11,Legal,R,UM,9
2011-06-25T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-06-26T07:00:00Z,Kicker angler,11,Legal,K,AD,6
2011-06-26T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-06-26T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-06-27T07:00:00Z,Kicker angler,11,Legal,K,UM,1
2011-06-28T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-06-28T07:00:00Z,Kicker angler,11,Legal,R,UM,4
2011-06-28T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-01T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-07-01T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-01T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-07-02T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-07-02T07:00:00Z,Kicker angler,11,Legal,R,UM,5
2011-07-02T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-02T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-07-03T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-04T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-07-05T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-07-05T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-07-05T07:00:00Z,Kicker angler,11,Sublegal,K,AD,1
2011-07-05T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-05T07:00:00Z,Kicker angler,11,Sublegal,R,UM,4
2011-07-06T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-06T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-07-08T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-07-08T07:00:00Z,Kicker angler,11,Legal,R,UM,3
2011-07-09T07:00:00Z,Kicker angler,11,Legal,K,AD,11
2011-07-09T07:00:00Z,Kicker angler,11,Legal,K,UM,2
2011-07-09T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-07-09T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-07-09T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-07-10T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-07-10T07:00:00Z,Kicker angler,11,Legal,R,UM,6
2011-07-10T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-07-10T07:00:00Z,Kicker angler,11,Sublegal,R,UM,3
2011-07-11T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-07-11T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-07-12T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-07-12T07:00:00Z,Kicker angler,11,Legal,R,UM,6
2011-07-12T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-13T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-07-13T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-07-14T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-07-16T07:00:00Z,Charter angler,10,Legal,K,AD,3
2011-07-16T07:00:00Z,Charter angler,10,Legal,R,UM,3
2011-07-16T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-07-16T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2011-07-16T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-07-16T07:00:00Z,Kicker angler,11,Legal,K,AD,6
2011-07-16T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-07-16T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-07-17T07:00:00Z,Charter angler,10,Legal,K,AD,3
2011-07-17T07:00:00Z,Charter angler,10,Legal,R,UM,2
2011-07-17T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-07-17T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-07-17T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2011-07-17T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-07-17T07:00:00Z,Kicker angler,11,Legal,K,UM,1
2011-07-17T07:00:00Z,Kicker angler,11,Legal,R,UM,3
2011-07-17T07:00:00Z,Kicker angler,11,Sublegal,R,UM,4
2011-07-18T07:00:00Z,Charter angler,11,Legal,R,UM,3
2011-07-18T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-07-18T07:00:00Z,Kicker angler,11,Legal,R,UM,4
2011-07-18T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-07-19T07:00:00Z,Charter angler,10,Legal,K,AD,3
2011-07-19T07:00:00Z,Charter angler,10,Legal,R,UM,2
2011-07-19T07:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2011-07-20T07:00:00Z,Charter angler,10,Legal,K,AD,14
2011-07-20T07:00:00Z,Charter angler,10,Legal,R,UM,12
2011-07-20T07:00:00Z,Charter angler,10,Sublegal,R,AD,2
2011-07-20T07:00:00Z,Charter angler,10,Sublegal,R,UM,2
2011-07-20T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2011-07-20T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-07-21T07:00:00Z,Charter angler,10,Legal,K,AD,3
2011-07-21T07:00:00Z,Charter angler,10,Legal,R,UM,5
2011-07-21T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-07-22T07:00:00Z,Charter angler,10,Legal,K,AD,5
2011-07-22T07:00:00Z,Charter angler,10,Legal,R,UM,11
2011-07-22T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-07-22T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-07-22T07:00:00Z,Kicker angler,11,Sublegal,R,AD,8
2011-07-22T07:00:00Z,Kicker angler,11,Sublegal,R,UM,5
2011-07-23T07:00:00Z,Charter angler,10,Legal,K,AD,3
2011-07-23T07:00:00Z,Charter angler,10,Legal,R,UM,11
2011-07-23T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-07-23T07:00:00Z,Charter angler,10,Sublegal,R,UM,3
2011-07-23T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2011-07-23T07:00:00Z,Kicker angler,11,Legal,R,UM,5
2011-07-23T07:00:00Z,Kicker angler,11,Sublegal,R,AD,8
2011-07-24T07:00:00Z,Charter angler,10,Legal,K,AD,6
2011-07-24T07:00:00Z,Charter angler,10,Legal,R,UM,4
2011-07-24T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-07-24T07:00:00Z,Charter angler,10,Sublegal,R,UM,2
2011-07-24T07:00:00Z,Kicker angler,11,Legal,K,AD,15
2011-07-24T07:00:00Z,Kicker angler,11,Legal,R,UM,8
2011-07-24T07:00:00Z,Kicker angler,11,Sublegal,R,AD,9
2011-07-24T07:00:00Z,Kicker angler,11,Sublegal,R,UM,6
2011-07-25T07:00:00Z,Charter angler,10,Legal,R,UM,1
2011-07-25T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-07-25T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-07-25T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-07-26T07:00:00Z,Charter angler,10,Legal,K,AD,2
2011-07-26T07:00:00Z,Charter angler,10,Legal,R,UM,3
2011-07-26T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-07-26T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-07-26T07:00:00Z,Kicker angler,10,Sublegal,R,AD,2
2011-07-26T07:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2011-07-26T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-07-26T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-07-27T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-07-27T07:00:00Z,Charter angler,10,Legal,R,UM,1
2011-07-27T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-07-27T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-07-27T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-07-27T07:00:00Z,Kicker angler,11,Legal,K,AD,10
2011-07-27T07:00:00Z,Kicker angler,11,Legal,K,UM,1
2011-07-27T07:00:00Z,Kicker angler,11,Legal,R,UM,6
2011-07-27T07:00:00Z,Kicker angler,11,Sublegal,R,AD,9
2011-07-27T07:00:00Z,Kicker angler,11,Sublegal,R,UM,4
2011-07-28T07:00:00Z,Kicker angler,10,Legal,K,AD,5
2011-07-28T07:00:00Z,Kicker angler,10,Legal,R,UM,3
2011-07-28T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2011-07-28T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-07-28T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-07-28T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-07-29T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-07-29T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-07-29T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2011-07-29T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2011-07-29T07:00:00Z,Kicker angler,11,Legal,R,UM,10
2011-07-29T07:00:00Z,Kicker angler,11,Sublegal,R,AD,10
2011-07-29T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-07-30T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-07-30T07:00:00Z,Charter angler,10,Legal,R,UM,1
2011-07-30T07:00:00Z,Kicker angler,11,Legal,K,AD,11
2011-07-30T07:00:00Z,Kicker angler,11,Legal,R,UM,10
2011-07-30T07:00:00Z,Kicker angler,11,Sublegal,R,AD,7
2011-07-30T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-07-31T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-07-31T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2011-07-31T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-08-01T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-08-01T07:00:00Z,Charter angler,10,Legal,R,UM,2
2011-08-01T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-08-02T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-08-02T07:00:00Z,Charter angler,10,Legal,R,UM,2
2011-08-02T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-08-02T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-02T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-08-02T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-08-02T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2011-08-02T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-08-02T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-08-02T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-08-03T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-08-03T07:00:00Z,Charter angler,10,Legal,R,UM,2
2011-08-03T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-08-03T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-08-03T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2011-08-03T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-08-03T07:00:00Z,Kicker angler,11,Legal,K,AD,10
2011-08-03T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2011-08-03T07:00:00Z,Kicker angler,11,Legal,R,UM,6
2011-08-03T07:00:00Z,Kicker angler,11,Sublegal,R,AD,4
2011-08-03T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-08-04T07:00:00Z,Charter angler,10,Sublegal,R,AD,2
2011-08-05T07:00:00Z,Charter angler,10,Legal,K,AD,2
2011-08-05T07:00:00Z,Charter angler,10,Legal,R,UM,1
2011-08-05T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-08-06T07:00:00Z,Kicker angler,10,Legal,K,AD,2
2011-08-06T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-08-06T07:00:00Z,Kicker angler,11,Legal,R,UM,5
2011-08-06T07:00:00Z,Kicker angler,11,Sublegal,R,AD,5
2011-08-06T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-08-07T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-08-07T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2011-08-07T07:00:00Z,Kicker angler,11,Legal,R,UM,3
2011-08-07T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-08-07T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-08-08T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-08-08T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-08T07:00:00Z,Kicker angler,10,Legal,R,UM,2
2011-08-09T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2011-08-09T07:00:00Z,Kicker angler,11,Sublegal,R,UM,3
2011-08-10T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-08-10T07:00:00Z,Kicker angler,11,Sublegal,R,AD,6
2011-08-10T07:00:00Z,Kicker angler,11,Sublegal,R,UM,6
2011-08-11T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-08-11T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-08-11T07:00:00Z,Charter angler,10,Sublegal,R,UM,1
2011-08-11T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-08-12T07:00:00Z,Charter angler,10,Legal,K,AD,1
2011-08-12T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-08-12T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-13T07:00:00Z,Kicker angler,10,Legal,K,AD,3
2011-08-13T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-08-13T07:00:00Z,Kicker angler,11,Legal,K,UM,1
2011-08-13T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-08-13T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2011-08-13T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-08-14T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-08-14T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-08-15T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-08-16T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-16T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-08-16T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-08-16T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-08-17T07:00:00Z,Charter angler,10,Legal,K,AD,2
2011-08-17T07:00:00Z,Charter angler,10,Sublegal,R,AD,1
2011-08-17T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-18T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-18T07:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-08-18T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-08-19T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2011-08-19T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-08-19T07:00:00Z,Kicker angler,11,Sublegal,R,AD,6
2011-08-19T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-08-21T07:00:00Z,Kicker angler,11,Legal,K,AD,7
2011-08-21T07:00:00Z,Kicker angler,11,Legal,R,AD,1
2011-08-21T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-08-24T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-25T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-08-25T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-08-25T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-08-25T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-08-26T07:00:00Z,Kicker angler,10,Sublegal,R,AD,2
2011-08-26T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-08-27T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-08-27T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-08-27T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-08-27T07:00:00Z,Kicker angler,11,Sublegal,R,UM,2
2011-08-28T07:00:00Z,Kicker angler,11,Legal,K,AD,4
2011-08-28T07:00:00Z,Kicker angler,11,Sublegal,K,UM,1
2011-08-28T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-08-30T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-08-30T07:00:00Z,Kicker angler,11,Sublegal,K,AD,1
2011-09-01T07:00:00Z,Kicker angler,11,Sublegal,K,AD,1
2011-09-02T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-09-02T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-09-03T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-09-03T07:00:00Z,Kicker angler,11,Sublegal,R,AD,1
2011-09-03T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-09-04T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-09-04T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-09-04T07:00:00Z,Kicker angler,11,Sublegal,K,AD,1
2011-09-04T07:00:00Z,Kicker angler,11,Sublegal,R,AD,2
2011-09-04T07:00:00Z,Kicker angler,11,Sublegal,R,UM,3
2011-09-08T07:00:00Z,Kicker angler,11,Legal,K,AD,2
2011-09-09T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-09-10T07:00:00Z,Kicker angler,11,Legal,R,UM,1
2011-09-10T07:00:00Z,Kicker angler,11,Sublegal,R,AD,13
2011-09-10T07:00:00Z,Kicker angler,11,Sublegal,R,UM,18
2011-09-11T07:00:00Z,Kicker angler,11,Legal,K,AD,3
2011-09-11T07:00:00Z,Kicker angler,11,Legal,R,UM,2
2011-09-11T07:00:00Z,Kicker angler,11,Sublegal,R,AD,5
2011-09-11T07:00:00Z,Kicker angler,11,Sublegal,R,UM,11
2011-09-12T07:00:00Z,Kicker angler,11,Legal,K,AD,1
2011-09-12T07:00:00Z,Kicker angler,11,Sublegal,R,AD,3
2011-09-13T07:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2011-09-18T07:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-09-18T07:00:00Z,Kicker angler,11,Sublegal,R,AD,6
2011-09-18T07:00:00Z,Kicker angler,11,Sublegal,R,UM,10
2011-09-25T07:00:00Z,Kicker angler,11,Sublegal,R,AD,8
2011-09-25T07:00:00Z,Kicker angler,11,Sublegal,R,UM,1
2011-09-28T07:00:00Z,Kicker angler,11,Sublegal,R,AD,10
2011-09-28T07:00:00Z,Kicker angler,11,Sublegal,R,UM,9
2011-10-23T07:00:00Z,Kicker angler,10,Sublegal,R,AD,4
2011-11-01T07:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2011-11-01T07:00:00Z,Kicker angler,10,Sublegal,R,UM,3
2011-11-02T07:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-11-06T07:00:00Z,Kicker angler,10,Sublegal,R,AD,2
2011-11-15T08:00:00Z,Kicker angler,10,Sublegal,R,AD,12
2011-11-15T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-11-20T08:00:00Z,Kicker angler,10,Sublegal,R,AD,6
2011-11-20T08:00:00Z,Kicker angler,10,Sublegal,R,UM,3
2011-12-01T08:00:00Z,Kicker angler,10,Legal,K,AD,2
2011-12-01T08:00:00Z,Kicker angler,10,Legal,R,UM,2
2011-12-01T08:00:00Z,Kicker angler,10,Sublegal,R,AD,6
2011-12-03T08:00:00Z,Kicker angler,10,Sublegal,R,AD,9
2011-12-03T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2011-12-10T08:00:00Z,Charter angler,10,Legal,K,AD,2
2011-12-10T08:00:00Z,Charter angler,10,Legal,R,UM,3
2011-12-10T08:00:00Z,Charter angler,10,Sublegal,R,AD,20
2011-12-10T08:00:00Z,Charter angler,10,Sublegal,R,UM,3
2011-12-11T08:00:00Z,Charter angler,10,Sublegal,R,AD,12
2011-12-11T08:00:00Z,Charter angler,10,Sublegal,R,UM,3
2011-12-13T08:00:00Z,Kicker angler,10,Sublegal,R,AD,7
2011-12-13T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2011-12-14T08:00:00Z,Kicker angler,10,Sublegal,R,AD,2
2011-12-15T08:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2011-12-15T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-12-17T08:00:00Z,Kicker angler,10,Legal,K,AD,5
2011-12-17T08:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-12-17T08:00:00Z,Kicker angler,10,Sublegal,R,AD,13
2011-12-17T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2011-12-26T08:00:00Z,Kicker angler,10,Sublegal,R,AD,6
2011-12-26T08:00:00Z,Kicker angler,10,Sublegal,R,UM,11
2011-12-30T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2011-12-30T08:00:00Z,Kicker angler,10,Legal,R,UM,1
2011-12-30T08:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2011-12-30T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2011-12-31T08:00:00Z,Kicker angler,10,Sublegal,R,AD,4
2011-12-31T08:00:00Z,Kicker angler,10,Sublegal,R,UM,1
2012-01-01T08:00:00Z,Kicker angler,10,Legal,R,AD,1
2012-01-01T08:00:00Z,Kicker angler,10,Sublegal,R,AD,5
2012-01-01T08:00:00Z,Kicker angler,10,Sublegal,R,UM,4
2012-01-10T08:00:00Z,Kicker angler,10,Sublegal,R,AD,3
2012-01-10T08:00:00Z,Kicker angler,10,Sublegal,R,UM,2
2012-01-12T08:00:00Z,Kicker angler,10,Sublegal,R,AD,1
2012-01-15T08:00:00Z,Kicker angler,10,Legal,K,AD,1
2012-01-15T08:00:00Z,Kicker angler,10,Legal,R,UM,1
2012-01-15T08:00:00Z,Kicker angler,10,Sublegal,R,AD,10
2012-01-15T08:00:00Z,Kicker angler,10,Sublegal,R,UM,3
