areacode,area,FisheryID,id_nm,RunYear,TimeStep,fishery_status,reg_start_date,reg_end_date,days,ereg_url,notes,target_species
7,7,36,36:Ar 7 Sport,2003,4,closed,12/1/2003,1/31/2004,62,,,CHIN
81,81,45,45:Ar 8-1 Spt,2003,4,closed,12/1/2003,1/31/2004,62,,,CHIN
82,82,45,45:Ar 8-1 Spt,2003,4,closed,12/1/2003,2/14/2004,76,,,CHIN
9,9,53,53:Ar 9 Sport,2003,4,closed,12/1/2003,1/31/2004,62,,,CHIN
10,10,56,56:A 10 Sport,2003,4,closed,12/1/2003,12/15/2003,15,,,CHIN
10,10,56,56:A 10 Sport,2003,4,NS,12/16/2003,2/29/2004,76,,,CHIN
11,11,57,57:A 11 Sport,2003,4,closed,1/1/2004,2/13/2004,44,,,CHIN
12,12,64,64:A 12 Sport,2003,4,closed,1/1/2004,2/13/2004,44,,,CHIN
7,7,36,36:Ar 7 Sport,2003,4,NS,2/1/2004,3/31/2004,60,,,CHIN
81,81,45,45:Ar 8-1 Spt,2003,4,NS,2/1/2004,3/31/2004,60,,,CHIN
9,9,53,53:Ar 9 Sport,2003,4,NS,2/1/2004,4/15/2004,75,,,CHIN
5,5,42,42:Ar 5 Sport,2003,4,NS,2/14/2004,4/10/2004,57,,,CHIN
6,6,54,54:Ar 6 Sport,2003,4,NS,2/14/2004,4/10/2004,57,,,CHIN
11,11,57,57:A 11 Sport,2003,4,NS,2/14/2004,4/10/2004,57,,,CHIN
12,12,64,64:A 12 Sport,2003,4,NS,2/14/2004,4/10/2004,57,,,CHIN
82,82,45,45:Ar 8-1 Spt,2003,4,NS,2/15/2004,4/10/2004,56,,,CHIN
10,10,56,56:A 10 Sport,2003,4,closed,3/1/2004,6/15/2004,107,,,CHIN
7,7,36,36:Ar 7 Sport,2003,4,closed,4/1/2004,6/30/2004,91,,,CHIN
81,81,45,45:Ar 8-1 Spt,2003,4,closed,4/1/2004,7/31/2004,122,,,CHIN
5,5,42,42:Ar 5 Sport,2003,4,closed,4/11/2004,6/30/2004,81,,,CHIN
6,6,54,54:Ar 6 Sport,2003,4,closed,4/11/2004,6/30/2004,81,,,CHIN
82,82,45,45:Ar 8-1 Spt,2003,4,closed,4/11/2004,7/31/2004,112,,,CHIN
11,11,57,57:A 11 Sport,2003,4,closed,4/11/2004,6/15/2004,66,,,CHIN
12,12,64,64:A 12 Sport,2003,4,closed,4/11/2004,6/30/2004,81,,,CHIN
9,9,53,53:Ar 9 Sport,2003,4,closed,4/16/2004,7/15/2004,91,,,CHIN
13,13,67,67:A 13 Sport,2004,2,closed,5/1/2004,6/15/2004,46,,,CHIN
10,10,56,56:A 10 Sport,2004,2,C&R,6/16/2004,6/30/2004,15,,,CHIN
11,11,57,57:A 11 Sport,2004,2,NS,6/16/2004,6/30/2004,15,,,CHIN
13,13,67,67:A 13 Sport,2004,2,NS,6/16/2004,6/30/2004,15,,,CHIN
5,5,42,42:Ar 5 Sport,2004,3,MSF,7/1/2004,8/8/2004,39,,,CHIN
6,6,54,54:Ar 6 Sport,2004,3,MSF,7/1/2004,8/8/2004,39,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=221,,CHIN
7,7,36,36:Ar 7 Sport,2004,3,NS,7/1/2004,9/30/2004,92,,,CHIN
10,10,56,56:A 10 Sport,2004,3,NR,7/1/2004,9/30/2004,92,,,CHIN
11,11,57,57:A 11 Sport,2004,3,NS,7/1/2004,9/30/2004,92,,,CHIN
12,12,64,64:A 12 Sport,2004,3,NS_SOA,7/1/2004,9/30/2004,92,,,CHIN
13,13,67,67:A 13 Sport,2004,3,NS,7/1/2004,9/30/2004,92,,,CHIN
9,9,53,53:Ar 9 Sport,2004,3,NR,7/16/2004,9/30/2004,77,,,CHIN
81,81,45,45:Ar 8-1 Spt,2004,3,NR,8/1/2004,10/31/2004,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2004,3,NR,8/1/2004,10/31/2004,92,,,CHIN
5,5,42,42:Ar 5 Sport,2004,3,NR,8/9/2004,9/30/2004,53,,,CHIN
6,6,54,54:Ar 6 Sport,2004,3,NR,8/9/2004,9/30/2004,53,,,CHIN
12,12,64,64:A 12 Sport,2004,3,NR_NOA,9/1/2004,9/30/2004,30,,,CHIN
5,5,42,42:Ar 5 Sport,2004,4,closed,10/1/2004,10/31/2004,31,,,CHIN
6,6,54,54:Ar 6 Sport,2004,4,closed,10/1/2004,10/31/2004,31,,,CHIN
7,7,36,36:Ar 7 Sport,2004,4,NR,10/1/2004,10/31/2004,31,,,CHIN
9,9,53,53:Ar 9 Sport,2004,4,NR,10/1/2004,10/31/2004,31,,,CHIN
10,10,56,56:A 10 Sport,2004,4,NR,10/1/2004,10/31/2004,31,,,CHIN
11,11,57,57:A 11 Sport,2004,4,NS,10/1/2004,12/31/2004,92,,,CHIN
12,12,64,64:A 12 Sport,2004,4,NS_SOA,10/1/2004,10/15/2004,15,,,CHIN
12,12,64,64:A 12 Sport,2004,4,NR_NOA,10/1/2004,10/15/2004,15,,,CHIN
13,13,67,67:A 13 Sport,2004,4,NS,10/1/2004,4/30/2005,212,,,CHIN
12,12,64,64:A 12 Sport,2004,4,NS,10/16/2004,12/31/2004,77,,,CHIN
5,5,42,42:Ar 5 Sport,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
6,6,54,54:Ar 6 Sport,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
7,7,36,36:Ar 7 Sport,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
81,81,45,45:Ar 8-1 Spt,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
82,82,45,45:Ar 8-1 Spt,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
9,9,53,53:Ar 9 Sport,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
10,10,56,56:A 10 Sport,2004,4,NS,11/1/2004,11/30/2004,30,,,CHIN
5,5,42,42:Ar 5 Sport,2004,4,closed,12/1/2004,2/15/2005,77,,,CHIN
6,6,54,54:Ar 6 Sport,2004,4,closed,12/1/2004,2/15/2005,77,,,CHIN
7,7,36,36:Ar 7 Sport,2004,4,closed,12/1/2004,1/31/2005,62,,,CHIN
81,81,45,45:Ar 8-1 Spt,2004,4,closed,12/1/2004,1/31/2005,62,,,CHIN
82,82,45,45:Ar 8-1 Spt,2004,4,closed,12/1/2004,2/15/2005,77,,,CHIN
9,9,53,53:Ar 9 Sport,2004,4,closed,12/1/2004,1/31/2005,62,,,CHIN
10,10,56,56:A 10 Sport,2004,4,closed,12/1/2004,12/15/2004,15,,,CHIN
10,10,56,56:A 10 Sport,2004,4,NS,12/16/2004,2/28/2005,75,,,CHIN
11,11,57,57:A 11 Sport,2004,4,closed,1/1/2005,2/15/2005,46,,,CHIN
12,12,64,64:A 12 Sport,2004,4,closed,1/1/2005,2/15/2005,46,,,CHIN
7,7,36,36:Ar 7 Sport,2004,4,NS,2/1/2005,3/31/2005,59,,,CHIN
81,81,45,45:Ar 8-1 Spt,2004,4,NS,2/1/2005,3/31/2005,59,,,CHIN
9,9,53,53:Ar 9 Sport,2004,4,NS,2/1/2005,4/15/2005,74,,,CHIN
5,5,42,42:Ar 5 Sport,2004,4,NS,2/16/2005,4/10/2005,54,,,CHIN
6,6,54,54:Ar 6 Sport,2004,4,NS,2/16/2005,4/10/2005,54,,,CHIN
82,82,45,45:Ar 8-1 Spt,2004,4,NS,2/16/2005,4/10/2005,54,,,CHIN
11,11,57,57:A 11 Sport,2004,4,NS,2/16/2005,4/10/2005,54,,,CHIN
12,12,64,64:A 12 Sport,2004,4,NS,2/16/2005,4/10/2005,54,,,CHIN
10,10,56,56:A 10 Sport,2004,4,closed,3/1/2005,6/15/2005,107,,,CHIN
7,7,36,36:Ar 7 Sport,2004,4,closed,4/1/2005,6/30/2005,91,,,CHIN
81,81,45,45:Ar 8-1 Spt,2004,4,closed,4/1/2005,7/31/2005,122,,,CHIN
5,5,42,42:Ar 5 Sport,2004,4,closed,4/11/2005,6/30/2005,81,,,CHIN
6,6,54,54:Ar 6 Sport,2004,4,closed,4/11/2005,6/30/2005,81,,,CHIN
82,82,45,45:Ar 8-1 Spt,2004,4,closed,4/11/2005,7/31/2005,112,,,CHIN
11,11,57,57:A 11 Sport,2004,4,closed,4/11/2005,5/31/2005,51,,,CHIN
12,12,64,64:A 12 Sport,2004,4,closed,4/11/2005,6/30/2005,81,,,CHIN
9,9,53,53:Ar 9 Sport,2004,4,closed,4/16/2005,7/31/2005,107,,,CHIN
13,13,67,67:A 13 Sport,2005,2,NS,5/1/2005,6/30/2005,61,,,CHIN
11,11,57,57:A 11 Sport,2005,2,NS,6/1/2005,6/30/2005,30,,,CHIN
10,10,56,56:A 10 Sport,2005,2,C&R,6/16/2005,6/30/2005,15,,,CHIN
5,5,42,42:Ar 5 Sport,2005,3,MSF,7/1/2005,8/10/2005,41,,,CHIN
6,6,54,54:Ar 6 Sport,2005,3,MSF,7/1/2005,8/10/2005,41,,,CHIN
7,7,36,36:Ar 7 Sport,2005,3,NS,7/1/2005,9/30/2005,92,,,CHIN
10,10,56,56:A 10 Sport,2005,3,NR,7/1/2005,9/30/2005,92,,,CHIN
11,11,57,57:A 11 Sport,2005,3,NS,7/1/2005,9/30/2005,92,,,CHIN
12,12,64,64:A 12 Sport,2005,3,NS_SOA,7/1/2005,9/30/2005,92,,,CHIN
13,13,67,67:A 13 Sport,2005,3,NS,7/1/2005,9/30/2005,92,,,CHIN
81,81,45,45:Ar 8-1 Spt,2005,3,NR,8/1/2005,9/30/2005,61,,,CHIN
82,82,45,45:Ar 8-1 Spt,2005,3,NR,8/1/2005,9/30/2005,61,,,CHIN
9,9,53,53:Ar 9 Sport,2005,3,NR,8/1/2005,9/30/2005,61,,,CHIN
5,5,42,42:Ar 5 Sport,2005,3,NR,8/11/2005,9/30/2005,51,,,CHIN
6,6,54,54:Ar 6 Sport,2005,3,NR,8/11/2005,9/30/2005,51,,,CHIN
12,12,64,64:A 12 Sport,2005,3,NR_NOA,9/1/2005,9/30/2005,30,,,CHIN
5,5,42,42:Ar 5 Sport,2005,4,closed,10/1/2005,10/31/2005,31,,,CHIN
6,6,54,54:Ar 6 Sport,2005,4,closed,10/1/2005,10/31/2005,31,,,CHIN
7,7,36,36:Ar 7 Sport,2005,4,NS,10/1/2005,10/31/2005,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2005,4,MSF,10/1/2005,4/30/2006,212,,,CHIN
82,82,45,45:Ar 8-1 Spt,2005,4,MSF,10/1/2005,4/30/2006,212,,,CHIN
9,9,53,53:Ar 9 Sport,2005,4,NR,10/1/2005,10/31/2005,31,,,CHIN
10,10,56,56:A 10 Sport,2005,4,NR,10/1/2005,10/15/2005,15,,,CHIN
11,11,57,57:A 11 Sport,2005,4,NS,10/1/2005,12/31/2005,92,,,CHIN
12,12,64,64:A 12 Sport,2005,4,NS_SOA,10/1/2005,10/15/2005,15,,,CHIN
12,12,64,64:A 12 Sport,2005,4,NR_NOA,10/1/2005,10/15/2005,15,,,CHIN
13,13,67,67:A 13 Sport,2005,4,NS,10/1/2005,4/30/2006,212,,,CHIN
10,10,56,56:A 10 Sport,2005,4,NS,10/16/2005,1/31/2006,108,,,CHIN
12,12,64,64:A 12 Sport,2005,4,NS,10/16/2005,12/31/2005,77,,,CHIN
5,5,42,42:Ar 5 Sport,2005,4,NS,11/1/2005,11/30/2005,30,,,CHIN
6,6,54,54:Ar 6 Sport,2005,4,NS,11/1/2005,11/30/2005,30,,,CHIN
7,7,36,36:Ar 7 Sport,2005,4,NR,11/1/2005,11/30/2005,30,,,CHIN
9,9,53,53:Ar 9 Sport,2005,4,NS,11/1/2005,11/30/2005,30,,,CHIN
5,5,42,42:Ar 5 Sport,2005,4,closed,12/1/2005,2/15/2006,77,,,CHIN
6,6,54,54:Ar 6 Sport,2005,4,closed,12/1/2005,2/15/2006,77,,,CHIN
7,7,36,36:Ar 7 Sport,2005,4,closed,12/1/2005,1/31/2006,62,,,CHIN
9,9,53,53:Ar 9 Sport,2005,4,closed,12/1/2005,1/31/2006,62,,,CHIN
11,11,57,57:A 11 Sport,2005,4,closed,1/1/2006,2/15/2006,46,,,CHIN
12,12,64,64:A 12 Sport,2005,4,closed,1/1/2006,2/15/2006,46,,,CHIN
7,7,36,36:Ar 7 Sport,2005,4,NS,2/1/2006,3/31/2006,59,,,CHIN
9,9,53,53:Ar 9 Sport,2005,4,NS,2/1/2006,4/15/2006,74,,,CHIN
10,10,56,56:A 10 Sport,2005,4,closed,2/1/2006,5/31/2006,120,,,CHIN
5,5,42,42:Ar 5 Sport,2005,4,NS,2/16/2006,4/10/2006,54,,,CHIN
6,6,54,54:Ar 6 Sport,2005,4,NS,2/16/2006,4/10/2006,54,,,CHIN
11,11,57,57:A 11 Sport,2005,4,NS,2/16/2006,4/10/2006,54,,,CHIN
12,12,64,64:A 12 Sport,2005,4,NS,2/16/2006,4/10/2006,54,,,CHIN
7,7,36,36:Ar 7 Sport,2005,4,closed,4/1/2006,6/30/2006,91,,,CHIN
5,5,42,42:Ar 5 Sport,2005,4,closed,4/11/2006,6/30/2006,81,,,CHIN
6,6,54,54:Ar 6 Sport,2005,4,closed,4/11/2006,6/30/2006,81,,,CHIN
11,11,57,57:A 11 Sport,2005,4,closed,4/11/2006,5/31/2006,51,,,CHIN
12,12,64,64:A 12 Sport,2005,4,closed,4/11/2006,6/30/2006,81,,,CHIN
9,9,53,53:Ar 9 Sport,2005,4,closed,4/16/2006,7/15/2006,91,,,CHIN
81,81,45,45:Ar 8-1 Spt,2006,2,closed,5/1/2006,7/31/2006,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2006,2,closed,5/1/2006,7/31/2006,92,,,CHIN
13,13,67,67:A 13 Sport,2006,2,NS,5/1/2006,6/30/2006,61,,,CHIN
10,10,56,56:A 10 Sport,2006,2,C&R,6/1/2006,6/30/2006,30,,,CHIN
11,11,57,57:A 11 Sport,2006,2,NS,6/1/2006,6/30/2006,30,,,CHIN
5,5,42,42:Ar 5 Sport,2006,3,MSF,7/1/2006,8/14/2006,45,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=435,,CHIN
6,6,54,54:Ar 6 Sport,2006,3,MSF,7/1/2006,8/14/2006,45,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=435,,CHIN
7,7,36,36:Ar 7 Sport,2006,3,NS,7/1/2006,9/30/2006,92,,,CHIN
10,10,56,56:A 10 Sport,2006,3,NR,7/1/2006,9/30/2006,92,,,CHIN
11,11,57,57:A 11 Sport,2006,3,NS,7/1/2006,9/30/2006,92,,,CHIN
12,12,64,64:A 12 Sport,2006,3,NS_SOA,7/1/2006,9/30/2006,92,,,CHIN
13,13,67,67:A 13 Sport,2006,3,NS,7/1/2006,9/30/2006,92,,,CHIN
9,9,53,53:Ar 9 Sport,2006,3,NR,7/16/2006,9/30/2006,77,,,CHIN
81,81,45,45:Ar 8-1 Spt,2006,3,NR,8/1/2006,9/30/2006,61,,,CHIN
82,82,45,45:Ar 8-1 Spt,2006,3,NR,8/1/2006,9/30/2006,61,,,CHIN
5,5,42,42:Ar 5 Sport,2006,3,NR,8/15/2006,8/17/2006,3,,,CHIN
6,6,54,54:Ar 6 Sport,2006,3,NR,8/15/2006,8/17/2006,3,,,CHIN
5,5,42,42:Ar 5 Sport,2006,3,MSF,8/18/2006,8/21/2006,4,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=437,,CHIN
6,6,54,54:Ar 6 Sport,2006,3,MSF,8/18/2006,8/21/2006,4,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=437,,CHIN
5,5,42,42:Ar 5 Sport,2006,3,NR,8/22/2006,9/30/2006,40,,,CHIN
6,6,54,54:Ar 6 Sport,2006,3,NR,8/22/2006,9/30/2006,40,,,CHIN
12,12,64,64:A 12 Sport,2006,3,NR_NOA,9/1/2006,9/30/2006,30,,,CHIN
5,5,42,42:Ar 5 Sport,2006,4,closed,10/1/2006,10/31/2006,31,,,CHIN
6,6,54,54:Ar 6 Sport,2006,4,NS,10/1/2006,10/31/2006,31,,,CHIN
7,7,36,36:Ar 7 Sport,2006,4,NS,10/1/2006,10/31/2006,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2006,4,MSF,10/1/2006,4/30/2007,212,,,CHIN
82,82,45,45:Ar 8-1 Spt,2006,4,MSF,10/1/2006,4/30/2007,212,,,CHIN
9,9,53,53:Ar 9 Sport,2006,4,NR,10/1/2006,10/31/2006,31,,,CHIN
10,10,56,56:A 10 Sport,2006,4,NR,10/1/2006,10/15/2006,15,,,CHIN
11,11,57,57:A 11 Sport,2006,4,NS,10/1/2006,12/31/2006,92,,,CHIN
12,12,64,64:A 12 Sport,2006,4,NS_SOA,10/1/2006,10/15/2006,15,,,CHIN
12,12,64,64:A 12 Sport,2006,4,NR_NOA,10/1/2006,10/15/2006,15,,,CHIN
13,13,67,67:A 13 Sport,2006,4,NS,10/1/2006,4/30/2007,212,,,CHIN
10,10,56,56:A 10 Sport,2006,4,NS,10/16/2006,1/31/2007,108,,,CHIN
12,12,64,64:A 12 Sport,2006,4,NS,10/16/2006,12/31/2006,77,,,CHIN
5,5,42,42:Ar 5 Sport,2006,4,NS,11/1/2006,11/30/2006,30,,,CHIN
6,6,54,54:Ar 6 Sport,2006,4,closed,11/1/2006,2/15/2007,107,,,CHIN
7,7,36,36:Ar 7 Sport,2006,4,NR,11/1/2006,11/30/2006,30,,,CHIN
9,9,53,53:Ar 9 Sport,2006,4,NS,11/1/2006,11/30/2006,30,,,CHIN
5,5,42,42:Ar 5 Sport,2006,4,closed,12/1/2006,2/15/2007,77,,,CHIN
7,7,36,36:Ar 7 Sport,2006,4,closed,12/1/2006,1/31/2007,62,,,CHIN
9,9,53,53:Ar 9 Sport,2006,4,closed,12/1/2006,1/31/2007,62,,,CHIN
11,11,57,57:A 11 Sport,2006,4,closed,1/1/2007,2/15/2007,46,,,CHIN
12,12,64,64:A 12 Sport,2006,4,closed,1/1/2007,2/15/2007,46,,,CHIN
7,7,36,36:Ar 7 Sport,2006,4,NS,2/1/2007,3/31/2007,59,,,CHIN
9,9,53,53:Ar 9 Sport,2006,4,NS,2/1/2007,4/15/2007,74,,,CHIN
10,10,56,56:A 10 Sport,2006,4,closed,2/1/2007,5/31/2007,120,,,CHIN
5,5,42,42:Ar 5 Sport,2006,4,NS,2/16/2007,4/10/2007,54,,,CHIN
6,6,54,54:Ar 6 Sport,2006,4,NS,2/16/2007,4/10/2007,54,,,CHIN
11,11,57,57:A 11 Sport,2006,4,NS,2/16/2007,4/10/2007,54,,,CHIN
12,12,64,64:A 12 Sport,2006,4,NS,2/16/2007,4/10/2007,54,,,CHIN
7,7,36,36:Ar 7 Sport,2006,4,closed,4/1/2007,6/30/2007,91,,,CHIN
5,5,42,42:Ar 5 Sport,2006,4,closed,4/11/2007,6/30/2007,81,,,CHIN
6,6,54,54:Ar 6 Sport,2006,4,closed,4/11/2007,6/30/2007,81,,,CHIN
11,11,57,57:A 11 Sport,2006,4,closed,4/11/2007,5/31/2007,51,,,CHIN
12,12,64,64:A 12 Sport,2006,4,closed,4/11/2007,6/30/2007,81,,,CHIN
9,9,53,53:Ar 9 Sport,2006,4,closed,4/16/2007,7/15/2007,91,,,CHIN
81,81,45,45:Ar 8-1 Spt,2007,2,closed,5/1/2007,7/31/2007,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2007,2,closed,5/1/2007,7/31/2007,92,,,CHIN
13,13,67,67:A 13 Sport,2007,2,MSF,5/1/2007,6/30/2007,61,,,CHIN
10,10,56,56:A 10 Sport,2007,2,C&R,6/1/2007,6/30/2007,30,,,CHIN
11,11,57,57:A 11 Sport,2007,2,MSF,6/1/2007,6/30/2007,30,,,CHIN
5,5,42,42:Ar 5 Sport,2007,3,MSF,7/1/2007,8/4/2007,35,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=541,,CHIN
6,6,54,54:Ar 6 Sport,2007,3,MSF,7/1/2007,8/4/2007,35,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=541,,CHIN
7,7,36,36:Ar 7 Sport,2007,3,NS,7/1/2007,9/30/2007,92,,,CHIN
10,10,56,56:A 10 Sport,2007,3,NR,7/1/2007,7/15/2007,15,,,CHIN
11,11,57,57:A 11 Sport,2007,3,MSF,7/1/2007,9/30/2007,92,,,CHIN
12,12,64,64:A 12 Sport,2007,3,NS_SOA,7/1/2007,9/30/2007,92,,,CHIN
13,13,67,67:A 13 Sport,2007,3,MSF,7/1/2007,9/30/2007,92,,,CHIN
9,9,53,53:Ar 9 Sport,2007,3,MSF,7/16/2007,7/31/2007,16,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=540,,CHIN
10,10,56,56:A 10 Sport,2007,3,MSF,7/16/2007,7/28/2007,13,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=538,,CHIN
10,10,56,56:A 10 Sport,2007,3,NR,7/29/2007,9/30/2007,64,,,CHIN
81,81,45,45:Ar 8-1 Spt,2007,3,NR,8/1/2007,9/30/2007,61,,,CHIN
82,82,45,45:Ar 8-1 Spt,2007,3,NR,8/1/2007,9/30/2007,61,,,CHIN
9,9,53,53:Ar 9 Sport,2007,3,NR,8/1/2007,9/30/2007,61,,,CHIN
5,5,42,42:Ar 5 Sport,2007,3,NR,8/5/2007,8/8/2007,4,,,CHIN
6,6,54,54:Ar 6 Sport,2007,3,NR,8/5/2007,8/8/2007,4,,,CHIN
5,5,42,42:Ar 5 Sport,2007,3,MSF,8/9/2007,8/9/2007,1,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=543,,CHIN
6,6,54,54:Ar 6 Sport,2007,3,MSF,8/9/2007,8/9/2007,1,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=543,,CHIN
5,5,42,42:Ar 5 Sport,2007,3,NR,8/10/2007,9/30/2007,52,,,CHIN
6,6,54,54:Ar 6 Sport,2007,3,NR,8/10/2007,9/30/2007,52,,,CHIN
12,12,64,64:A 12 Sport,2007,3,NR_NOA,9/1/2007,9/30/2007,30,,,CHIN
5,5,42,42:Ar 5 Sport,2007,4,closed,10/1/2007,10/31/2007,31,,,CHIN
6,6,54,54:Ar 6 Sport,2007,4,NS,10/1/2007,10/31/2007,31,,,CHIN
7,7,36,36:Ar 7 Sport,2007,4,NS,10/1/2007,10/31/2007,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2007,4,closed,10/1/2007,10/31/2007,31,,,CHIN
82,82,45,45:Ar 8-1 Spt,2007,4,closed,10/1/2007,10/31/2007,31,,,CHIN
9,9,53,53:Ar 9 Sport,2007,4,NR,10/1/2007,10/31/2007,31,,,CHIN
10,10,56,56:A 10 Sport,2007,4,NR,10/1/2007,10/15/2007,15,,,CHIN
11,11,57,57:A 11 Sport,2007,4,NS,10/1/2007,12/31/2007,92,,,CHIN
12,12,64,64:A 12 Sport,2007,4,NS_SOA,10/1/2007,10/15/2007,15,,,CHIN
12,12,64,64:A 12 Sport,2007,4,NR_NOA,10/1/2007,10/15/2007,15,,,CHIN
13,13,67,67:A 13 Sport,2007,4,NS,10/1/2007,1/31/2008,123,,,CHIN
10,10,56,56:A 10 Sport,2007,4,NS,10/16/2007,11/30/2007,46,,,CHIN
12,12,64,64:A 12 Sport,2007,4,NS,10/16/2007,12/31/2007,77,,,CHIN
5,5,42,42:Ar 5 Sport,2007,4,NS,11/1/2007,11/30/2007,30,,,CHIN
6,6,54,54:Ar 6 Sport,2007,4,closed,11/1/2007,2/15/2008,107,,,CHIN
7,7,36,36:Ar 7 Sport,2007,4,closed,11/1/2007,1/31/2008,92,,,CHIN
81,81,45,45:Ar 8-1 Spt,2007,4,MSF,11/1/2007,4/30/2008,182,,,CHIN
82,82,45,45:Ar 8-1 Spt,2007,4,MSF,11/1/2007,4/30/2008,182,,,CHIN
9,9,53,53:Ar 9 Sport,2007,4,NS,11/1/2007,11/30/2007,30,,,CHIN
5,5,42,42:Ar 5 Sport,2007,4,closed,12/1/2007,2/15/2008,77,,,CHIN
9,9,53,53:Ar 9 Sport,2007,4,closed,12/1/2007,1/15/2008,46,,,CHIN
10,10,56,56:A 10 Sport,2007,4,MSF,12/1/2007,1/31/2008,62,,,CHIN
11,11,57,57:A 11 Sport,2007,4,closed,1/1/2008,2/15/2008,46,,,CHIN
12,12,64,64:A 12 Sport,2007,4,closed,1/1/2008,2/15/2008,46,,,CHIN
9,9,53,53:Ar 9 Sport,2007,4,MSF,1/16/2008,4/15/2008,91,,,CHIN
7,7,36,36:Ar 7 Sport,2007,4,MSF,2/1/2008,2/29/2008,29,,,CHIN
10,10,56,56:A 10 Sport,2007,4,closed,2/1/2008,5/31/2008,121,,,CHIN
13,13,67,67:A 13 Sport,2007,4,closed,2/1/2008,2/29/2008,29,,,CHIN
5,5,42,42:Ar 5 Sport,2007,4,NS,2/16/2008,4/10/2008,55,,,CHIN
6,6,54,54:Ar 6 Sport,2007,4,NS,2/16/2008,4/10/2008,55,,,CHIN
11,11,57,57:A 11 Sport,2007,4,NS,2/16/2008,4/10/2008,55,,,CHIN
12,12,64,64:A 12 Sport,2007,4,NS,2/16/2008,4/10/2008,55,,,CHIN
7,7,36,36:Ar 7 Sport,2007,4,NS,3/1/2008,4/15/2008,46,,,CHIN
13,13,67,67:A 13 Sport,2007,4,NS,3/1/2008,4/30/2008,61,,,CHIN
5,5,42,42:Ar 5 Sport,2007,4,closed,4/11/2008,6/30/2008,81,,,CHIN
6,6,54,54:Ar 6 Sport,2007,4,closed,4/11/2008,6/30/2008,81,,,CHIN
11,11,57,57:A 11 Sport,2007,4,closed,4/11/2008,5/31/2008,51,,,CHIN
12,12,64,64:A 12 Sport,2007,4,closed,4/11/2008,6/30/2008,81,,,CHIN
7,7,36,36:Ar 7 Sport,2007,4,closed,4/16/2008,6/30/2008,76,,,CHIN
9,9,53,53:Ar 9 Sport,2007,4,closed,4/16/2008,7/15/2008,91,,,CHIN
81,81,45,45:Ar 8-1 Spt,2008,2,closed,5/1/2008,7/31/2008,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2008,2,closed,5/1/2008,7/31/2008,92,,,CHIN
13,13,67,67:A 13 Sport,2008,2,MSF,5/1/2008,6/30/2008,61,,,CHIN
10,10,56,56:A 10 Sport,2008,2,C&R,6/1/2008,6/30/2008,30,,,CHIN
11,11,57,57:A 11 Sport,2008,2,MSF,6/1/2008,6/30/2008,30,,,CHIN
5,5,42,42:Ar 5 Sport,2008,3,MSF,7/1/2008,8/9/2008,40,,,CHIN
6,6,54,54:Ar 6 Sport,2008,3,MSF,7/1/2008,8/9/2008,40,,,CHIN
7,7,36,36:Ar 7 Sport,2008,3,NS,7/1/2008,9/30/2008,92,,,CHIN
10,10,56,56:A 10 Sport,2008,3,NR,7/1/2008,7/15/2008,15,,,CHIN
11,11,57,57:A 11 Sport,2008,3,MSF,7/1/2008,9/30/2008,92,,,CHIN
12,12,64,64:A 12 Sport,2008,3,NS_SOA,7/1/2008,9/30/2008,92,,,CHIN
13,13,67,67:A 13 Sport,2008,3,MSF,7/1/2008,9/30/2008,92,,,CHIN
9,9,53,53:Ar 9 Sport,2008,3,MSF,7/16/2008,8/15/2008,31,,,CHIN
10,10,56,56:A 10 Sport,2008,3,MSF,7/16/2008,8/15/2008,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2008,3,NR,8/1/2008,9/30/2008,61,,,CHIN
82,82,45,45:Ar 8-1 Spt,2008,3,NR,8/1/2008,10/31/2008,92,,,CHIN
5,5,42,42:Ar 5 Sport,2008,3,NR,8/10/2008,9/30/2008,52,,,CHIN
